4.29|3374
3.24|3375
6.00|3381
4.14|3385
10.29|3389
3.07|3391
6.93|3392
3.03|3394
8.46|3396
7.11|3397
15.75|3399
3.73|3401
4.80|3402
3.13|3404
4.44|3405
3.03|3408
3.03|3409
8.82|3411
5.70|3413
4.87|3415
7.50|3416
6.99|3417
6.72|3418
13.57|3419
3.64|3420
12.23|3421
5.89|3422
6.30|3423
13.05|3424
8.93|3425
5.46|3427
3.00|3428
5.61|3433
4.26|3434
3.78|3435
6.57|3436
14.17|3438
6.81|3440
6.42|3441
15.04|3442
3.54|3444
3.42|3445
8.75|3447
6.36|3448
4.50|3449
8.49|3451
13.77|3453
14.94|3457
8.08|3458
6.33|3462
6.46|3463
8.55|3466
6.65|3469
6.00|3470
3.85|3471
4.47|3472
4.00|3479
5.33|3480
4.05|3482
11.64|3487
7.03|3488
3.96|3491
5.91|3494
5.95|3495
4.32|3496
5.90|3498
7.45|3499
9.89|3500
5.23|3501
5.31|3502
13.05|3503
6.90|3506
10.50|3507
6.75|3508
4.86|3509
10.15|3510
3.27|3513
12.04|3514
4.59|3515
6.89|3516
8.85|3517
10.62|3519
17.47|3520
3.44|3521
4.47|3522
8.82|3523
8.40|3524
9.90|3526
3.37|3527
5.31|3528
3.18|3533
4.21|3536
3.73|3537
6.09|3538
4.44|3540
3.90|3541
5.38|3542
3.36|3543
3.03|3544
5.13|3545
6.57|3546
5.47|3547
4.26|3548
3.99|3549
3.16|3552
9.00|3555
3.87|3559
5.53|3561
5.04|3562
4.26|3564
3.89|3568
4.68|3569
5.16|3575
11.46|3576
5.08|3577
5.10|3579
7.47|3586
4.74|3588
10.33|3590
7.65|3591
3.66|3592
6.63|3593
3.18|3597
7.11|3600
7.36|3601
4.29|3602
3.82|3603
3.70|3604
14.54|3605
3.36|3606
6.55|3607
4.08|3608
4.74|3610
6.79|3611
5.85|3612
9.78|3616
3.78|3619
3.90|3622
4.62|3626
11.04|3630
5.08|3635
9.90|3636
3.27|3637
3.66|3639
7.39|3640
8.31|3645
5.44|3647
7.29|3650
7.32|3653
3.18|3656
3.48|3657
5.92|3660
3.03|3663
10.47|3667
5.66|3668
5.68|3669
6.75|3670
6.57|3671
6.66|3672
5.08|3673
5.64|3674
5.52|3677
6.57|3678
4.05|3680
8.01|3685
4.75|3686
3.54|3687
6.97|3690
